Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
24.85,52.05,1208,467,12855,19432,938.809,1.86,1.93,12.81,1.998,0.045,1
24.83,52.2,1147,461,12866,19436,938.813,1.83,1.9,12.61,1.967,0.044,1
24.79,52.33,1147,450,12867,19450,938.801,1.83,1.9,12.6,1.965,0.044,1
24.75,52.44,1176,448,12861,19438,938.806,1.82,1.89,12.52,1.952,0.044,1
24.71,52.59,1153,456,12863,19441,938.798,1.81,1.88,12.48,1.947,0.044,1
24.68,52.71,1147,461,12865,19431,938.795,1.8,1.87,12.41,1.935,0.044,1
24.66,52.8,1140,444,12862,19443,938.804,1.82,1.89,12.52,1.952,0.044,1
24.64,52.92,1141,443,12867,19449,938.813,1.82,1.89,12.52,1.952,0.044,1
24.62,52.98,1132,443,12863,19439,938.815,1.87,1.95,12.89,2.011,0.045,1
24.61,53.07,1103,447,12866,19445,938.811,1.9,1.98,13.11,2.044,0.046,1
24.57,53.12,1141,448,12866,19449,938.816,1.93,2.0,13.25,2.067,0.047,1
24.58,53.2,1101,444,12865,19456,938.823,1.94,2.02,13.36,2.083,0.047,1
24.54,53.28,1109,445,12866,19455,938.813,1.96,2.03,13.47,2.1,0.047,1
24.51,53.32,1107,455,12868,19450,938.811,1.95,2.03,13.44,2.095,0.047,1
24.51,53.38,1105,444,12867,19456,938.814,1.93,2.01,13.3,2.074,0.047,1
24.48,53.45,1132,469,12864,19441,938.816,1.93,2.0,13.26,2.068,0.047,1
24.47,53.5,1101,443,12863,19447,938.819,1.93,2.0,13.25,2.067,0.047,1
24.47,53.52,1113,444,12864,19456,938.816,1.94,2.02,13.38,2.087,0.047,1
24.43,53.59,1088,449,12866,19448,938.815,1.99,2.06,13.68,2.133,0.048,1
24.43,47.45,1109,444,12870,19451,938.808,2.0,2.08,13.78,2.149,0.049,1
25.65,53.65,1059,417,12884,19469,938.815,1.97,2.04,13.54,2.112,0.048,1
26.0,52.93,1027,413,12885,19467,938.821,1.95,2.03,13.41,2.092,0.047,1
26.19,51.93,1015,415,12878,19474,938.818,1.92,2.0,13.23,2.063,0.047,1
26.29,51.13,1073,432,12878,19459,938.813,1.92,1.99,13.18,2.056,0.046,1
26.39,50.47,1099,429,12878,19463,938.814,1.9,1.98,13.1,2.043,0.046,1
26.46,49.93,1082,433,12876,19460,938.813,1.86,1.93,12.81,1.998,0.045,1
26.53,49.51,1040,437,12876,19456,938.807,1.83,1.9,12.57,1.959,0.044,1
26.6,49.17,1051,424,12876,19462,938.81,1.74,1.8,11.96,1.864,0.042,1
26.61,48.88,1057,426,12875,19466,938.8,1.69,1.76,11.66,1.818,0.0409999999999999,1
26.67,48.69,1071,436,12875,19464,938.791,1.63,1.69,11.19,1.745,0.039,1
26.69,48.48,1107,434,12872,19463,938.801,1.61,1.67,11.05,1.724,0.039,1
26.75,48.3,1074,441,12874,19465,938.819,1.57,1.63,10.83,1.689,0.038,1
26.77,48.17,1076,433,12874,19462,938.821,1.56,1.62,10.74,1.675,0.038,1
26.81,48.09,1044,433,12875,19465,938.822,1.55,1.61,10.69,1.6669999999999998,0.038,1
26.84,47.99,1055,432,12873,19466,938.83,1.55,1.61,10.66,1.663,0.038,1
26.85,47.85,1053,445,12876,19468,938.834,1.65,1.72,11.36,1.7719999999999998,0.04,1
26.88,47.76,1044,436,12866,19465,938.83,1.77,1.84,12.19,1.901,0.043,1
26.9,47.68,1086,435,12870,19456,938.827,1.9,1.97,13.06,2.037,0.046,1
26.94,47.67,1059,437,12870,19471,938.82,1.94,2.02,13.35,2.082,0.047,1
26.94,47.61,1092,454,12870,19459,938.831,2.02,2.09,13.87,2.1630000000000003,0.049,1
26.98,47.52,1103,453,12869,19456,938.829,2.05,2.13,14.11,2.2,0.05,1
26.98,47.43,1096,447,12863,19449,938.842,2.06,2.14,14.21,2.215,0.05,1
27.02,47.43,1071,435,12871,19469,938.838,2.07,2.16,14.28,2.227,0.05,1
27.02,47.33,1059,438,12868,19471,938.841,2.07,2.15,14.23,2.218,0.05,1
27.02,47.34,1057,436,12874,19462,938.845,2.08,2.16,14.32,2.233,0.05,1
27.06,47.28,1055,427,12868,19460,938.845,2.08,2.16,14.29,2.228,0.05,1
27.08,47.22,1055,442,12871,19467,938.844,2.04,2.12,14.04,2.189,0.049,1
27.09,47.18,1057,400,12874,19473,938.841,2.01,2.09,13.84,2.158,0.049,1
27.12,47.23,1053,440,12870,19462,938.835,1.95,2.02,13.4,2.089,0.047,1
27.11,47.12,1051,400,12875,19472,938.829,1.91,1.99,13.17,2.053,0.046,1
25.93,47.09,1134,461,12857,19446,938.825,1.86,1.93,12.8,1.996,0.045,1
25.55,47.83,1136,467,12852,19441,938.823,1.84,1.91,12.65,1.973,0.045,1
25.35,48.73,1126,471,12858,19444,938.837,1.82,1.89,12.5,1.949,0.044,1
25.22,49.48,1149,467,12855,19442,938.828,1.83,1.9,12.59,1.963,0.044,1
25.13,50.13,1141,463,12858,19441,938.825,1.83,1.9,12.61,1.966,0.044,1
25.07,50.67,1105,451,12867,19457,938.821,1.83,1.9,12.61,1.966,0.044,1
25.0,51.06,1086,450,12861,19450,938.809,1.8,1.87,12.36,1.927,0.044,1
24.95,51.41,1122,455,12860,19450,938.809,1.78,1.85,12.23,1.907,0.043,1
24.9,51.73,1063,437,12865,19456,938.817,1.75,1.82,12.05,1.879,0.042,1
24.87,51.97,1105,457,12862,19449,938.822,1.75,1.82,12.03,1.875,0.042,1
24.82,52.13,1101,454,12866,19450,938.828,1.76,1.83,12.09,1.886,0.043,1
24.78,52.35,1063,440,12870,19460,938.813,1.79,1.86,12.33,1.923,0.043,1
24.76,52.48,1061,430,12872,19462,938.813,1.81,1.89,12.49,1.947,0.044,1
24.73,52.59,1084,445,12867,19468,938.806,1.81,1.88,12.45,1.942,0.044,1
24.69,52.71,1090,440,12869,19457,938.811,1.78,1.85,12.26,1.912,0.043,1
24.66,52.8,1074,442,12870,19459,938.821,1.71,1.86,11.79,1.838,0.042,1
24.65,52.93,1074,446,12870,19457,938.824,1.7,1.76,11.67,1.819,0.0409999999999999,1
24.62,52.99,0,442,12870,19460,938.816,1.69,1.76,11.64,1.816,0.0409999999999999,1
24.61,53.03,1073,447,12870,19455,938.813,1.7,1.77,11.71,1.826,0.0409999999999999,1
24.48,53.09,1080,447,12868,19455,938.813,1.72,1.79,11.87,1.851,0.042,1
24.57,53.21,1063,434,12864,19461,938.823,1.74,1.8,11.95,1.864,0.042,1
24.52,53.23,1097,453,12868,19456,938.833,1.79,1.86,12.3,1.919,0.043,1
24.52,53.28,1046,434,12873,19467,938.836,1.8,1.87,12.4,1.933,0.044,1
24.49,53.34,1053,438,12871,19459,938.839,1.78,1.85,12.24,1.908,0.043,1
24.49,53.43,1065,441,12868,19459,938.845,1.76,1.83,12.13,1.891,0.043,1
24.49,53.44,1103,458,12864,19454,938.835,1.73,1.8,11.91,1.857,0.042,1
24.45,53.47,1074,445,12866,19458,938.842,1.75,1.82,12.06,1.881,0.042,1
24.47,53.49,1074,440,12869,19460,938.831,1.78,1.85,12.27,1.914,0.043,1
24.45,53.58,1099,454,12863,19449,938.83,1.8,1.87,12.4,1.933,0.044,1
24.44,53.61,1113,452,12864,19448,938.832,1.82,1.89,12.53,1.954,0.044,1
25.65,53.63,1038,429,12881,19470,938.835,1.84,1.92,12.7,1.98,0.045,1
26.0,52.84,1030,425,12879,19473,938.827,1.87,1.94,12.85,2.004,0.045,1
26.19,51.94,1015,427,12881,19473,938.833,1.91,1.99,13.16,2.051,0.046,1
26.3,51.09,1092,430,12969,19465,938.835,1.95,2.03,13.45,2.097,0.047,1
26.4,50.4,1107,434,12872,19454,938.824,2.01,2.09,13.83,2.157,0.049,1
26.47,49.87,1063,431,12870,19463,938.817,2.02,2.1,13.89,2.166,0.049,1
26.54,49.41,1073,431,12872,19460,938.821,2.06,2.14,14.19,2.212,0.05,1
26.61,49.08,1061,432,12877,19460,938.83,2.07,2.15,14.22,2.217,0.05,1
26.67,48.8,1086,437,12872,19458,938.832,2.05,2.13,14.09,2.198,0.05,1
26.71,48.58,1084,436,12868,19456,938.84,2.04,2.12,14.02,2.187,0.049,1
26.75,48.37,1120,441,12870,19455,938.84,2.02,2.1,13.9,2.168,0.049,1
26.77,48.24,1111,432,12873,19465,938.842,2.04,2.11,14.01,2.184,0.049,1
26.8,48.08,1097,443,12875,19460,938.836,2.05,2.13,14.11,2.2,0.05,1
26.84,47.94,1111,445,12866,19452,938.83,2.06,2.15,14.21,2.216,0.05,1
26.88,47.86,1071,432,12870,19461,938.832,2.1,2.18,14.44,2.251,0.051,1
26.9,47.77,1080,434,12874,19451,938.842,2.09,2.17,14.35,2.238,0.051,1
26.92,47.67,1115,435,12872,19451,938.831,2.07,2.15,14.26,2.224,0.05,1
26.95,47.61,1109,443,12866,19454,938.834,2.05,2.13,14.14,2.205,0.05,1
26.95,47.54,1088,443,12870,19447,938.831,2.03,2.11,14.01,2.184,0.049,1
26.98,47.48,1097,435,12877,19462,938.831,2.03,2.11,13.97,2.1790000000000003,0.049,1
27.01,47.42,1105,449,12868,19451,938.823,2.07,2.15,14.22,2.217,0.05,1
27.04,47.34,1080,429,12874,19454,938.831,2.1,2.18,14.45,2.254,0.051,1
27.05,47.32,1069,436,12875,19464,938.833,2.1,2.18,14.43,2.25,0.051,1
27.06,47.28,1071,437,12873,19463,938.836,2.12,2.2,14.59,2.275,0.051,1
27.06,47.24,1103,441,12870,19459,938.835,2.1,2.18,14.46,2.255,0.051,1
27.12,47.16,1055,430,12872,19464,938.836,2.07,2.15,14.24,2.221,0.05,1
27.12,47.14,1126,445,12871,19455,938.823,2.06,2.14,14.15,2.207,0.05,1
27.11,47.14,1109,444,12869,19448,938.822,2.02,2.1,13.92,2.17,0.049,1
27.15,47.07,1080,436,12873,19462,938.817,2.01,2.09,13.83,2.156,0.049,1
27.15,47.06,1094,446,12874,19461,938.812,1.96,2.04,13.51,2.106,0.048,1
25.98,47.03,1151,465,12859,19438,938.81,1.95,2.03,13.44,2.096,0.047,1
25.6,47.73,1163,470,12850,19427,938.81,1.91,1.99,13.16,2.052,0.046,1
25.38,48.68,1168,465,12851,19430,938.805,1.88,1.96,12.96,2.022,0.046,1
25.28,49.41,1164,458,12860,19438,938.808,1.87,1.94,12.84,2.002,0.045,1
25.2,50.04,1163,458,12865,19447,938.817,1.85,1.92,12.73,1.985,0.045,1
25.12,50.59,1115,449,12866,19451,938.823,1.83,1.9,12.6,1.965,0.044,1
25.05,50.95,1117,400,12871,19451,938.811,1.83,1.9,12.61,1.967,0.044,1
24.99,51.36,1118,449,12863,19448,938.805,1.83,1.9,12.6,1.965,0.044,1
24.95,51.58,1111,446,12866,19447,938.809,1.81,1.88,12.42,1.937,0.044,1
24.48,51.86,1115,443,12869,19455,938.818,1.82,1.86,12.53,1.954,0.044,1
24.86,52.04,1140,447,12868,19452,938.813,1.84,1.91,12.66,1.975,0.045,1
24.82,52.22,0,442,12868,19455,938.804,1.88,1.95,12.91,2.013,0.045,1
24.78,52.38,1136,445,12869,19453,938.803,1.93,2.0,13.28,2.071,0.047,1
24.78,52.48,1084,426,12871,19454,938.796,1.94,2.02,13.37,2.085,0.047,1
24.72,52.62,1090,435,12872,19449,938.798,1.96,2.04,13.52,2.108,0.048,1
24.72,52.73,1134,444,12870,19448,938.801,1.99,2.06,13.67,2.132,0.048,1
24.68,52.81,1120,451,12867,19451,938.802,2.01,2.09,13.85,2.16,0.049,1
24.65,52.91,1134,448,12870,19452,938.803,2.02,2.1,13.94,2.173,0.049,1
24.62,52.92,1128,442,12871,19453,938.801,2.05,2.13,14.1,2.199,0.05,1
24.62,53.02,1101,443,12867,19441,938.806,2.06,2.14,14.18,2.211,0.05,1
24.61,53.11,1136,451,12871,19446,938.816,2.03,2.11,13.99,2.181,0.049,1
24.57,53.16,1132,442,12863,19449,938.817,2.0,2.08,13.76,2.146,0.048,1
24.55,53.19,1155,454,12869,19453,938.812,1.92,2.0,13.25,2.066,0.047,1
24.54,53.26,1140,443,12871,19444,938.823,1.89,1.96,13.02,2.03,0.046,1
24.54,53.33,1113,448,12870,19450,938.82,1.87,1.95,12.89,2.009,0.045,1
24.51,53.37,1132,458,12864,19442,938.823,1.87,1.94,12.84,2.003,0.045,1
24.48,53.43,1120,400,12872,19457,938.82,1.87,1.94,12.84,2.002,0.045,1
24.45,53.47,1107,438,12872,19452,938.805,1.87,1.94,12.85,2.004,0.045,1
24.45,53.54,1109,438,12872,19457,938.802,1.9,1.97,13.07,2.0380000000000003,0.046,1
24.44,53.56,1109,446,12871,19454,938.797,1.94,2.02,13.37,2.085,0.047,1
25.67,53.63,996,415,12881,19472,938.81,1.95,2.03,13.45,2.097,0.047,1
26.03,52.87,1013,405,12889,19477,938.812,1.98,2.06,13.63,2.125,0.048,1
26.19,51.91,1040,408,12880,19477,938.819,1.99,2.06,13.66,2.131,0.048,1
26.32,51.06,1050,420,12969,19467,938.823,2.0,2.08,13.8,2.152,0.049,1
26.4,50.38,1061,426,12879,19473,938.824,2.02,2.1,13.9,2.167,0.049,1
26.5,49.91,1080,437,12878,19461,938.82,2.03,2.11,13.98,2.18,0.049,1
26.54,49.42,1061,426,12874,19457,938.822,2.02,2.1,13.88,2.165,0.049,1
26.61,49.1,1082,444,12873,19460,938.816,1.98,2.06,13.65,2.128,0.048,1
26.64,48.84,1080,424,12881,19468,938.81,1.98,2.05,13.61,2.122,0.048,1
26.71,48.6,1074,431,12875,19452,938.818,1.94,2.02,13.36,2.084,0.047,1
26.75,48.37,1044,426,12881,19468,938.811,1.94,2.01,13.33,2.079,0.047,1
26.78,48.24,1051,422,12876,19463,938.813,1.97,2.04,13.53,2.11,0.048,1
26.81,48.09,1073,427,12869,19460,938.803,1.99,2.07,13.73,2.141,0.048,1
26.85,47.96,1103,437,12875,19456,938.809,2.06,2.14,14.2,2.215,0.05,1
26.87,47.91,1094,436,12872,19461,938.801,2.12,2.2,14.57,2.271,0.051,1
26.9,47.79,1080,437,12870,19462,938.81,2.15,2.23,14.77,2.303,0.052,1
26.92,47.74,1028,422,12873,19463,938.813,2.16,2.25,14.88,2.32,0.052,1
26.92,47.63,1084,428,12870,19458,938.807,2.15,2.23,14.78,2.305,0.052,1
26.96,47.55,1092,434,12872,19457,938.809,2.12,2.2,14.56,2.27,0.051,1
26.99,47.5,0,438,12874,19458,938.81,2.09,2.17,14.38,2.2430000000000003,0.051,1
27.01,47.44,1061,413,12878,19465,938.828,2.02,2.09,13.87,2.1630000000000003,0.049,1
27.04,47.39,1057,426,12878,19469,938.828,1.98,2.06,13.66,2.13,0.048,1
27.05,47.31,1082,431,12877,19459,938.83,1.93,2.01,13.32,2.077,0.047,1
27.06,47.29,1048,430,12876,19465,938.831,1.94,2.01,13.32,2.077,0.047,1
27.09,47.28,1076,433,12871,19461,938.82,1.96,2.03,13.48,2.102,0.047,1
27.08,47.17,1034,429,12874,19457,938.816,1.97,2.05,13.56,2.114,0.048,1
27.11,47.16,1084,441,12871,19456,938.815,1.99,2.07,13.72,2.14,0.048,1
27.14,47.12,1088,432,12876,19465,938.817,1.99,2.07,13.7,2.137,0.048,1
27.14,47.1,1067,439,12867,19447,938.818,1.97,2.04,13.54,2.111,0.048,1
27.15,47.04,1055,437,12876,19458,938.817,1.95,2.03,13.45,2.097,0.047,1
25.99,47.04,1149,469,12855,19438,938.817,1.92,1.99,13.18,2.056,0.046,1
25.6,47.79,1153,463,12855,19440,938.815,1.88,1.96,12.97,2.022,0.046,1
25.4,48.65,1153,461,12858,19440,938.812,1.84,1.91,12.66,1.974,0.045,1
25.3,49.4,1132,448,12864,19442,938.833,1.8,1.87,12.36,1.928,0.044,1
25.17,50.02,1143,453,12863,19448,938.828,1.74,1.81,12.0,1.871,0.042,1
25.1,50.59,1117,451,12867,19449,938.842,1.68,1.75,11.59,1.808,0.0409999999999999,1
25.03,50.95,1113,449,12866,19452,938.85,1.68,1.74,11.53,1.798,0.0409999999999999,1
24.99,51.31,1113,433,12870,19459,938.851,1.62,1.69,11.17,1.742,0.039,1
24.95,51.62,1105,434,12873,19454,938.852,1.63,1.69,11.21,1.7480000000000002,0.039,1
24.9,51.85,0,437,12858,19449,938.847,1.62,1.69,11.18,1.743,0.039,1
24.86,52.07,1094,440,12873,19450,938.849,1.62,1.68,11.13,1.736,0.039,1
24.8,52.27,1124,441,12872,19446,938.85,1.63,1.69,11.19,1.745,0.039,1
24.75,52.44,1080,432,12873,19457,938.841,1.64,1.71,11.32,1.765,0.04,1
24.75,52.56,1082,437,12870,19455,938.833,1.67,1.73,11.48,1.791,0.04,1
24.69,52.69,1076,429,12870,19460,938.832,1.67,1.74,11.52,1.796,0.0409999999999999,1
24.68,52.77,1134,445,12865,19447,938.837,1.63,1.7,11.25,1.754,0.04,1
24.66,52.88,1130,454,12868,19439,938.831,1.64,1.7,11.29,1.761,0.04,1
24.64,52.97,1090,437,12872,19461,938.831,1.65,1.71,11.33,1.767,0.04,1
24.61,53.07,1099,430,12870,19455,938.827,1.65,1.71,11.32,1.766,0.04,1
24.59,53.14,1124,445,12867,19455,938.822,1.64,1.7,11.29,1.76,0.04,1
24.58,53.22,1065,433,12873,19466,938.818,1.67,1.73,11.46,1.788,0.04,1
24.55,53.29,1086,441,12868,19455,938.811,1.71,1.78,11.77,1.835,0.0409999999999999,1
24.51,53.32,1073,434,12873,19468,938.811,1.72,1.79,11.86,1.849,0.042,1
24.52,53.36,1000,420,12878,19474,938.809,1.72,1.79,11.87,1.85,0.042,1
24.51,53.41,1034,440,12875,19469,938.813,1.77,1.84,12.16,1.896,0.043,1
24.49,53.45,1071,430,12874,19468,938.815,1.79,1.86,12.31,1.919,0.043,1
24.49,53.5,1021,428,12876,19471,938.822,1.84,1.86,12.65,1.973,0.045,1
24.45,53.53,1053,438,12871,19464,938.825,1.86,1.93,12.8,1.995,0.045,1
24.47,53.56,1046,422,12877,19473,938.806,1.87,1.94,12.84,2.002,0.045,1
24.45,53.6,1013,431,12874,19473,938.812,1.87,1.94,12.87,2.006,0.045,1
25.68,53.64,979,408,12878,19483,938.821,1.86,1.93,12.79,1.995,0.045,1
26.05,52.85,994,416,12881,19482,938.818,1.86,1.93,12.8,1.996,0.045,1
26.2,51.9,992,410,12886,19484,938.826,1.89,1.97,13.02,2.03,0.046,1
26.33,51.07,975,413,12889,19483,938.828,1.9,1.97,13.06,2.036,0.046,1
26.44,50.37,1002,416,12876,19475,938.825,1.87,1.94,12.84,2.002,0.045,1
26.48,49.84,1040,422,12877,19476,938.822,1.86,1.94,12.83,2.0,0.045,1
26.54,49.38,1019,414,12883,19479,938.817,1.85,1.92,12.73,1.985,0.045,1
26.63,49.07,982,410,12882,19478,938.817,1.85,1.93,12.76,1.905,0.045,1
26.67,48.8,1050,428,12871,19466,938.821,1.85,1.93,12.75,1.989,0.045,1
26.71,48.57,1061,429,12877,19466,938.82,1.85,1.92,12.71,1.981,0.045,1
26.75,48.36,1027,426,12880,19471,938.816,1.82,1.89,12.53,1.954,0.044,1
26.81,48.2,1036,429,12876,19469,938.816,1.8,1.87,12.4,1.934,0.044,1
26.84,48.11,1069,427,12877,19460,938.826,1.8,1.87,12.38,1.93,0.044,1
26.84,47.97,1057,424,12880,19476,938.826,1.81,1.88,12.44,1.94,0.044,1
26.87,47.88,1057,421,12877,19469,938.81,1.85,1.93,12.75,1.989,0.045,1
26.9,47.8,1063,436,12875,19463,938.812,1.95,2.02,13.4,2.09,0.047,1
26.94,47.65,1042,426,12879,19463,938.817,1.99,2.07,13.7,2.137,0.048,1
26.95,47.6,1076,439,12872,19467,938.81,2.05,2.13,14.12,2.202,0.05,1
26.99,47.54,1076,435,12880,19471,938.811,2.05,2.13,14.12,2.202,0.05,1
26.99,47.46,1055,422,12873,19466,938.808,2.01,2.09,13.86,2.162,0.049,1
27.01,47.4,1090,432,12871,19458,938.821,2.01,2.09,13.85,2.16,0.049,1
27.05,47.36,1076,428,12881,19466,938.821,2.0,2.08,13.77,2.148,0.049,1
27.04,47.25,1073,435,12874,19462,938.821,1.99,2.07,13.72,2.139,0.048,1
27.04,47.26,1051,425,12874,19461,938.823,1.95,2.02,13.4,2.089,0.047,1
27.06,47.19,1065,425,12873,19471,938.82,1.91,1.99,13.16,2.052,0.046,1
27.11,47.16,1044,433,12875,19460,938.825,1.84,1.91,12.68,1.977,0.045,1
27.11,47.16,1057,422,12881,19465,938.823,1.8,1.87,12.39,1.933,0.044,1
27.14,47.07,1096,429,12879,19469,938.821,1.71,1.78,11.77,1.836,0.0409999999999999,1
27.14,47.02,1061,427,12876,19460,938.82,1.67,1.74,11.5,1.794,0.0409999999999999,1
27.16,47.0,1074,424,12874,19464,938.823,1.59,1.65,10.93,1.704,0.038,1
25.99,47.01,1166,467,12861,19441,938.814,1.55,1.61,10.68,1.666,0.038,1
25.57,47.73,1120,450,12864,19449,938.817,1.52,1.57,10.43,1.6269999999999998,0.037,1
25.38,48.62,1157,452,12868,19436,938.816,1.48,1.54,10.2,1.591,0.036,1
25.26,49.39,1140,453,12863,19447,938.819,1.48,1.54,10.19,1.589,0.036,1
25.17,50.01,1134,449,12868,19447,938.82,1.51,1.57,10.37,1.617,0.037,1
25.1,50.52,1124,449,12871,19452,938.822,1.51,1.57,10.43,1.626,0.037,1
25.05,50.94,1147,456,12865,19447,938.826,1.52,1.58,10.46,1.632,0.037,1
24.98,51.35,1111,439,12872,19460,938.83,1.54,1.6,10.6,1.653,0.037,1
24.96,51.59,1136,438,12870,19449,938.842,1.57,1.63,10.78,1.682,0.038,1
24.87,51.83,1143,442,12867,19449,938.834,1.58,1.64,10.89,1.699,0.038,1
24.83,52.06,1099,438,12877,19452,938.835,1.66,1.72,11.4,1.778,0.04,1
24.82,52.21,1128,445,12870,19452,938.825,1.7,1.76,11.67,1.82,0.0409999999999999,1
24.79,52.37,1117,438,12870,19452,938.823,1.79,1.86,12.35,1.926,0.044,1
24.78,52.48,1086,432,12873,19454,938.831,1.83,1.9,12.59,1.964,0.044,1
24.76,52.61,1109,433,12873,19459,938.833,1.88,1.96,12.97,2.022,0.046,1
24.71,52.73,1088,433,12871,19454,938.828,1.9,1.97,13.06,2.037,0.046,1
24.69,52.76,1117,442,12869,19448,938.814,1.91,1.99,13.18,2.0540000000000003,0.046,1
24.68,52.86,1141,441,12864,19446,938.81,1.93,2.01,13.3,2.074,0.047,1
24.65,52.97,1088,431,12874,19460,938.805,1.97,2.05,13.58,2.1180000000000003,0.048,1
24.62,53.01,1103,436,12872,19457,938.801,2.01,2.09,13.84,2.158,0.049,1
24.59,53.05,1134,438,12870,19448,938.805,2.04,2.11,14.01,2.184,0.049,1
24.58,53.15,1084,430,12864,19450,938.802,2.07,2.15,14.24,2.221,0.05,1
24.58,53.17,1124,453,12866,19448,938.814,2.07,2.15,14.27,2.225,0.05,1
24.57,53.21,1113,443,12872,19455,938.814,2.07,2.15,14.27,2.226,0.05,1
24.55,53.3,1153,445,12870,19444,938.81,2.1,2.18,14.43,2.25,0.051,1
24.54,53.32,1107,443,12870,19454,938.804,2.13,2.21,14.67,2.2880000000000003,0.052,1
24.52,53.38,1101,439,12868,19448,938.8,2.14,2.22,14.72,2.296,0.052,1
24.48,53.41,1080,438,12871,19451,938.795,2.13,2.22,14.68,2.2880000000000003,0.052,1
24.47,53.48,1082,439,12870,19457,938.806,2.12,2.2,14.59,2.275,0.051,1
24.45,53.53,1124,449,12868,19442,938.812,2.15,2.24,14.81,2.309,0.052,1
25.7,53.56,1038,409,12886,19472,938.807,2.17,2.25,14.92,2.327,0.053,1
26.05,52.8,1030,408,12889,19480,938.801,2.17,2.25,14.91,2.325,0.053,1
26.22,51.82,1074,425,12879,19462,938.804,2.15,2.24,14.81,2.309,0.052,1
26.35,51.02,1059,416,12878,19460,938.793,2.11,2.19,14.53,2.266,0.051,1
26.44,50.33,1082,425,12877,19456,938.781,2.1,2.18,14.42,2.249,0.051,1
26.51,49.77,1082,429,12879,19457,938.799,2.08,2.16,14.28,2.227,0.05,1
26.57,49.35,1061,423,12876,19463,938.802,2.07,2.15,14.25,2.222,0.05,1
26.61,48.97,1065,424,12876,19458,938.798,2.07,2.15,14.21,2.217,0.05,1
26.67,48.74,1073,422,12869,19456,938.788,2.05,2.13,14.12,2.202,0.05,1
26.68,48.52,1067,420,12877,19458,938.793,2.04,2.11,14.01,2.184,0.049,1
26.75,48.34,1069,428,12879,19460,938.792,2.02,2.09,13.88,2.164,0.049,1
26.77,48.16,1105,434,12875,19457,938.794,2.04,2.12,14.05,2.192,0.049,1
26.84,48.01,1107,439,12872,19456,938.787,2.11,2.19,14.53,2.266,0.051,1
26.87,47.9,1071,419,12873,19452,938.795,2.15,2.24,14.82,2.311,0.052,1
26.87,47.84,1069,434,12873,19451,938.791,2.2,2.29,15.15,2.362,0.053,1
26.9,47.73,1088,421,12875,19456,938.805,2.2,2.29,15.18,2.366,0.053,1
26.94,47.65,1113,433,12872,19446,938.812,2.21,2.3,15.22,2.373,0.054,1
26.96,47.56,1120,438,12862,19452,938.806,2.21,2.29,15.18,2.367,0.053,1
26.98,47.48,1084,417,12878,19455,938.8,2.19,2.28,15.09,2.354,0.053,1
27.01,47.45,1094,431,12875,19456,938.806,2.2,2.29,15.14,2.361,0.053,1
27.02,47.38,1094,437,12868,19440,938.799,2.19,2.28,15.08,2.351,0.053,1
27.04,47.32,1071,425,12874,19453,938.794,2.18,2.26,14.98,2.336,0.053,1
27.05,47.28,1103,429,12871,19454,938.803,2.16,2.25,14.89,2.321,0.052,1
27.08,47.23,1096,429,12876,19456,938.805,2.13,2.22,14.68,2.289,0.052,1
27.08,47.13,1105,434,12874,19453,938.813,2.13,2.22,14.69,2.29,0.052,1
27.12,47.17,1103,429,12873,19459,938.811,2.15,2.23,14.8,2.307,0.052,1
27.11,47.09,1094,431,12875,19458,938.816,2.17,2.25,14.91,2.325,0.053,1
27.12,47.03,1118,432,12877,19452,938.823,2.15,2.23,14.78,2.305,0.052,1
27.12,47.05,1107,426,12870,19457,938.827,2.12,2.2,14.58,2.274,0.051,1
27.14,47.01,1082,430,12878,19459,938.826,2.11,2.19,14.54,2.267,0.051,1
25.96,47.03,1168,460,12864,19441,938.84,2.09,2.18,14.41,2.247,0.051,1
25.58,47.69,1189,467,12858,19435,938.842,2.05,2.13,14.1,2.199,0.05,1
25.4,48.62,1180,461,12860,19440,938.844,2.02,2.1,13.94,2.173,0.049,1
25.27,49.4,1157,456,12860,19431,938.837,1.97,2.04,13.54,2.112,0.048,1
25.19,50.03,1151,455,12867,19441,938.841,1.94,2.01,13.33,2.0780000000000003,0.047,1
25.09,50.53,1163,447,12864,19442,938.846,1.84,1.91,12.68,1.978,0.045,1
25.05,50.98,1103,436,12864,19449,938.833,1.79,1.86,12.34,1.924,0.043,1
25.03,51.3,1138,435,12869,19447,938.829,1.78,1.85,12.26,1.911,0.043,1
24.93,51.61,1132,433,12871,19454,938.835,1.8,1.87,12.36,1.927,0.044,1
24.89,51.83,1163,439,12863,19445,938.836,1.84,1.92,12.69,1.978,0.045,1
24.85,52.09,1107,433,12871,19454,938.84,1.87,1.95,12.9,2.011,0.045,1
24.82,52.21,1115,427,12875,19457,938.838,1.94,2.02,13.37,2.085,0.047,1
24.79,52.37,1092,439,12871,19444,938.84,1.96,2.04,13.51,2.107,0.048,1
24.73,52.51,1164,445,12877,19453,938.836,2.02,2.1,13.92,2.17,0.049,1
24.73,52.61,1122,433,12866,19442,938.845,2.05,2.13,14.11,2.2,0.05,1
24.69,52.72,1136,442,12875,19461,938.839,2.14,2.22,14.7,2.293,0.052,1
